# Simulation 1 (Up to date)
# 246 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
19.288,62.831,-4.9068,0.083901,4.956,0.54213,-6.2421,0.0023564,6.2421,179.98,1.9353,0.5356,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014571,231706,0,2.4427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7867e-4,NaN,NaN,NaN,NaN,1.9362,14.576,100559,340.13,0.5,0.084437
19.788,60.366,-4.9535,-0.093452,4.9075,0.1878,-7.2301,0.0023247,7.2301,179.98,2.0167,0.1629,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014428,229480,0,2.3956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8872e-4,NaN,NaN,NaN,NaN,2.018,14.592,100588,340.14,0.5,0.084502
20.288,57.901,-4.9062,0.094603,4.9543,0.201,-8.2163,0.00229,8.2163,179.98,1.928,0.17734,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014565,231713,0,2.4421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.991e-4,NaN,NaN,NaN,NaN,1.9282,14.608,100617,340.15,0.5,0.084565
20.788,55.437,-4.9519,-0.091382,4.9068,0.18096,-9.1608,0.0022554,9.1608,179.99,1.8499,0.1562,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014425,229536,0,2.3961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8822e-4,NaN,NaN,NaN,NaN,1.8493,14.624,100646,340.16,0.5,0.084626
21.288,52.973,-4.9026,0.0985,4.9556,0.39376,-10.133,0.0022221,10.133,179.99,2.0405,0.38124,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014568,231860,0,2.4445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8903e-4,NaN,NaN,NaN,NaN,2.0411,14.64,100675,340.17,0.5,0.084689
21.788,50.51,-4.9517,-0.098035,4.9048,0.30052,-11.189,0.002188,11.189,179.99,2.1826,0.28408,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014418,229525,0,2.3952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9468e-4,NaN,NaN,NaN,NaN,2.1845,14.656,100704,340.18,0.5,0.084751
22.288,48.046,-4.9043,0.094807,4.9517,0.094807,-12.28,0.0021509,12.28,179.99,2.1825,1.2633e-4,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014556,231763,0,2.4418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.094e-4,NaN,NaN,NaN,NaN,2.1828,14.672,100733,340.19,0.5,0.084815
22.788,45.586,-4.9348,-0.061174,4.9195,0.76986,-13.468,0.0021126,13.468,179.99,2.5662,0.76743,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014461,230301,0,2.4107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0398e-4,NaN,NaN,NaN,NaN,2.5696,14.688,100762,340.2,0.5,0.084878
23.288,43.125,-4.9096,0.050568,4.944,0.60261,-14.676,0.002071,14.676,179.99,2.266,0.60048,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014532,231491,0,2.4354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3436e-4,NaN,NaN,NaN,NaN,2.2655,14.704,100790,340.21,0.5,0.084942
23.788,40.662,-4.9421,-0.06514,4.9099,0.13654,-15.794,0.0020285,15.794,179.99,2.206,0.12,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014432,229938,0,2.4025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1017e-4,NaN,NaN,NaN,NaN,2.2057,14.72,100819,340.22,0.5,0.085009
24.288,38.2,-4.9059,0.072447,4.9454,0.36853,-16.852,0.0019892,16.852,179.99,2.0253,0.36134,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014536,231644,0,2.4379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0985e-4,NaN,NaN,NaN,NaN,2.0253,14.736,100848,340.23,0.5,0.085072
24.788,35.737,-4.9438,-0.075857,4.9059,0.082033,-17.86,0.001952,17.86,179.99,2.0097,0.031226,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014419,229837,0,2.3997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9411e-4,NaN,NaN,NaN,NaN,2.0099,14.752,100877,340.24,0.5,0.085136
25.288,33.276,-4.902,0.083648,4.9471,0.36682,-18.91,0.0019166,18.91,179.99,2.1883,0.35715,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.01454,231808,0,2.4407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9755e-4,NaN,NaN,NaN,NaN,2.1888,14.768,100906,340.25,0.5,0.085199
25.788,30.814,-4.9453,-0.086553,4.9022,0.11541,-19.994,0.0018798,19.994,179.99,2.1501,0.076337,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014407,229746,0,2.3971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0411e-4,NaN,NaN,NaN,NaN,2.1501,14.784,100935,340.26,0.5,0.085261
26.288,28.352,-4.901,0.088652,4.9458,0.17282,-21.088,0.0018417,21.088,179.99,2.2243,0.14835,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014535,231837,0,2.4406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0656e-4,NaN,NaN,NaN,NaN,2.2247,14.8,100964,340.27,0.5,0.085352
26.788,25.892,-4.9428,-0.083674,4.9024,0.24986,-22.23,0.0018033,22.23,180,2.342,0.23544,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014407,229843,0,2.3984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0638e-4,NaN,NaN,NaN,NaN,2.3435,14.816,100992,340.28,0.5,0.085423
27.212,23.807,-4.8791,0.15003,4.9768,1.178,-23.118,0.0017695,23.118,180,1.8461,1.1684,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014625,233374,0,2.4723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1914e-4,NaN,NaN,NaN,NaN,1.7614,14.832,101021,340.29,0.42443,0.085488
27.712,21.346,-4.9635,-0.1688,4.8791,0.17018,-24.039,0.0017329,24.039,180,1.8353,0.021593,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014338,228831,0,2.3767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8024e-4,NaN,NaN,NaN,NaN,1.8355,14.845,101046,340.3,0.5,0.085551
28.212,18.886,-4.8775,0.17202,4.9649,0.29036,-24.986,0.0017005,24.986,180,1.9523,0.23391,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.01459,232896,0,2.4616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8957e-4,NaN,NaN,NaN,NaN,1.9521,14.861,101075,340.3,0.5,0.085614
28.712,16.428,-4.9554,-0.15587,4.8851,0.55779,-26.029,0.0016673,26.029,180,2.22,0.53557,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014355,229194,0,2.3836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8633e-4,NaN,NaN,NaN,NaN,2.2237,14.877,101103,340.31,0.5,0.085676
29.212,13.969,-4.8807,0.14945,4.9594,0.42627,-27.089,0.0016308,27.089,180,2.0204,0.39922,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014573,232726,0,2.4573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.123e-4,NaN,NaN,NaN,NaN,2.0214,14.893,101132,340.32,0.5,0.085739
29.712,11.51,-4.9548,-0.14809,4.8835,0.36071,-28.058,0.0015936,28.058,180,1.856,0.32891,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014349,229208,0,2.3832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9089e-4,NaN,NaN,NaN,NaN,1.8543,14.909,101161,340.33,0.5,0.0858
30.212,9.0506,-4.8831,0.14324,4.9548,0.14359,-28.987,0.0015596,28.987,180,1.861,0.010085,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014558,232594,0,2.4538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8971e-4,NaN,NaN,NaN,NaN,1.8613,14.925,101190,340.34,0.5,0.085864
30.712,6.5917,-4.9526,-0.13893,4.8835,0.18458,-29.933,0.001527,29.933,180,1.9218,0.12153,28.61,-80.6,9.7921,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014348,229292,0,2.3843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8158e-4,NaN,NaN,NaN,NaN,1.9228,14.941,101219,340.35,0.5,0.08593
31.212,4.1332,-4.8812,0.14281,4.9544,0.30597,-30.86,0.0014938,30.86,180,1.7865,0.2706,28.61,-80.6,9.7922,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014556,232664,0,2.4546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9328e-4,NaN,NaN,NaN,NaN,1.7872,14.957,101248,340.36,0.5,0.085995
31.712,1.6761,-4.9473,-0.13217,4.8867,0.47526,-31.81,0.0014613,31.81,180,2.0147,0.45651,28.61,-80.6,9.7922,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014357,229524,0,2.3885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7709e-4,NaN,NaN,NaN,NaN,2.0175,14.973,101277,340.37,0.5,0.086091
# Event GROUND_HIT occurred at t=32.212 seconds
# Event SIMULATION_END occurred at t=32.212 seconds
32.212,-0.78224,-4.886,0.12256,4.9474,0.13803,-32.81,0.001428,32.81,180,1.983,0.0635,28.61,-80.6,9.7922,NaN,NaN,NaN,NaN,246.98,0,NaN,NaN,NaN,NaN,NaN,0.014535,232419,0,2.4487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9826e-4,NaN,NaN,NaN,NaN,1.9834,14.989,101305,340.38,0.5,0.086158
